data,miasto,sklep,kategoria,towar,cena,sztuk
2015-08-07,Gdańsk,Żurek,meble,krzesło obrotowe,69.00,20
2015-03-06,Radom,Arendt,meble,biurko,149.99,7
2016-03-07,Poznań,Romanowski,meble,krzesło obrotowe,69.00,5
2016-03-16,Warszawa,Malinowski,meble,biurko,149.99,22
2015-11-23,Gdańsk,Skiba,szkolno-biurowe,flamaster,0.99,167
2017-05-05,Białystok,Pietrasiuk,meble,biurko,149.99,4
2015-01-14,Radom,Arendt,szkolno-biurowe,plastelina,2.99,30
2016-12-04,Warszawa,Malinowski,szkolno-biurowe,flamaster,0.99,212
2014-11-12,Katowice,Michalak,meble,krzesło obrotowe,69.00,11
2015-01-15,Warszawa,Stefaniak,szkolno-biurowe,długopis,1.49,97
2015-03-12,Kraków,Wróbel,meble,krzesło obrotowe,69.00,19
2016-08-11,Kraków,Wróbel,wyposażenie szkolne,tablica,590.00,3
2017-04-02,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,14
2015-06-16,Białystok,Podsiadło,meble,biurko,149.99,4
2016-12-04,Kraków,Wróbel,szkolno-biurowe,długopis,1.49,49
2015-08-06,Kraków,Dudek,meble,biurko,149.99,8
2016-04-14,Katowice,Gaińska,szkolno-biurowe,plastelina,2.99,442
2017-01-29,Katowice,Gaińska,wyposażenie szkolne,tablica,590.00,1
2016-11-11,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,39
2016-09-01,Radom,Zawadzki,meble,krzesło obrotowe,69.00,3
2016-12-14,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,5
2016-11-01,Warszawa,Stefaniak,meble,biurko,149.99,20
2015-10-27,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,14
2015-02-14,Łódź,Kaczmarek,meble,biurko,149.99,12
2017-02-14,Łódź,Kaczmarek,szkolno-biurowe,plastelina,2.99,187
2015-01-18,Białystok,Podsiadło,meble,biurko,149.99,1
2014-10-18,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,1
2015-02-28,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,7
2015-03-26,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,6
2015-08-24,Katowice,Gaińska,wyposażenie szkolne,tablica,590.00,2
2015-10-11,Radom,Zawadzki,meble,biurko,149.99,1
2016-11-25,Radom,Zawadzki,meble,krzesło obrotowe,69.00,8
2014-10-18,Warszawa,Malinowski,wyposażenie szkolne,kreda,5.00,378
2016-07-08,Łódź,Kaczmarek,szkolno-biurowe,długopis,1.49,50
2016-03-28,Radom,Grycuk,meble,biurko,149.99,3
2014-10-28,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,238
2016-09-16,Katowice,Michalak,szkolno-biurowe,dziurkacz,7.50,30
2016-10-12,Łódź,Kaczmarek,meble,biurko,149.99,6
2016-01-14,Katowice,Gaińska,meble,krzesło obrotowe,69.00,39
2015-02-26,Radom,Arendt,szkolno-biurowe,dziurkacz,7.50,25
2015-07-31,Białystok,Podsiadło,wyposażenie szkolne,gąbka,4.00,31
2016-08-24,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,2
2017-01-28,Radom,Grycuk,szkolno-biurowe,długopis,1.49,119
2015-08-03,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,1
2014-12-05,Katowice,Michalak,szkolno-biurowe,długopis,1.49,129
2015-10-30,Poznań,Romanowski,meble,krzesło obrotowe,69.00,29
2016-03-21,Gdańsk,Żurek,szkolno-biurowe,plastelina,2.99,337
2015-09-27,Łódź,Kaczmarek,szkolno-biurowe,flamaster,0.99,47
2016-03-03,Katowice,Jankowski,meble,biurko,149.99,8
2016-09-25,Gdańsk,Socha,wyposażenie szkolne,tablica,590.00,1
2017-03-31,Warszawa,Malinowski,szkolno-biurowe,flamaster,0.99,230
2015-10-10,Radom,Grycuk,meble,krzesło obrotowe,69.00,4
2016-07-08,Białystok,Podsiadło,szkolno-biurowe,dziurkacz,7.50,25
2016-02-20,Kraków,Dudek,wyposażenie szkolne,gąbka,4.00,242
2015-05-27,Kraków,Wróbel,wyposażenie szkolne,kreda,5.00,145
2016-04-13,Łódź,Wdowiak,wyposażenie szkolne,tablica,590.00,3
2015-09-25,Gdańsk,Skiba,meble,biurko,149.99,7
2015-06-22,Łódź,Wdowiak,wyposażenie szkolne,kreda,5.00,199
2016-07-23,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,256
2017-03-10,Kraków,Sikorski,meble,krzesło obrotowe,69.00,24
2015-05-29,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,3
2014-10-16,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,23
2014-12-07,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,21
2015-06-12,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,11
2014-11-11,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,56
2016-05-29,Gdańsk,Skiba,szkolno-biurowe,flamaster,0.99,303
2016-12-13,Poznań,Romanowski,meble,biurko,149.99,6
2016-06-03,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,164
2016-04-26,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,286
2015-09-30,Kraków,Dudek,wyposażenie szkolne,tablica,590.00,1
2015-06-01,Radom,Arendt,wyposażenie szkolne,gąbka,4.00,131
2015-10-27,Warszawa,Stefaniak,szkolno-biurowe,flamaster,0.99,81
2015-03-11,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,4
2017-04-15,Poznań,Romanowski,wyposażenie szkolne,kreda,5.00,103
2016-06-13,Radom,Zawadzki,szkolno-biurowe,plastelina,2.99,84
2015-01-08,Katowice,Gaińska,szkolno-biurowe,długopis,1.49,286
2014-10-14,Białystok,Pietrasiuk,meble,biurko,149.99,3
2016-05-01,Radom,Zawadzki,meble,krzesło obrotowe,69.00,14
2017-04-02,Kraków,Kozłowski,meble,biurko,149.99,9
2017-01-31,Gdańsk,Żurek,meble,biurko,149.99,8
2016-10-28,Białystok,Podsiadło,meble,biurko,149.99,4
2016-01-24,Warszawa,Stefaniak,meble,biurko,149.99,7
2016-09-06,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,56
2015-08-09,Łódź,Kaczmarski,szkolno-biurowe,dziurkacz,7.50,100
2015-07-29,Gdańsk,Żurek,meble,biurko,149.99,12
2016-06-16,Warszawa,Stefaniak,szkolno-biurowe,plastelina,2.99,353
2016-10-26,Radom,Arendt,meble,krzesło obrotowe,69.00,1
2016-03-18,Radom,Grycuk,meble,biurko,149.99,8
2016-03-14,Kraków,Wróbel,szkolno-biurowe,długopis,1.49,12
2017-01-17,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2015-09-18,Łódź,Kaczmarek,meble,biurko,149.99,9
2014-10-09,Gdańsk,Socha,wyposażenie szkolne,kreda,5.00,119
2016-03-06,Katowice,Gaińska,meble,krzesło obrotowe,69.00,10
2017-04-30,Gdańsk,Socha,meble,krzesło obrotowe,69.00,29
2016-07-23,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,6
2016-09-08,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,3
2015-10-22,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,11
2017-02-06,Łódź,Wdowiak,szkolno-biurowe,plastelina,2.99,141
2016-09-07,Łódź,Kaczmarek,wyposażenie szkolne,tablica,590.00,2
2016-09-01,Gdańsk,Socha,szkolno-biurowe,flamaster,0.99,295
2016-09-08,Łódź,Wdowiak,meble,biurko,149.99,12
2016-07-23,Katowice,Gaińska,meble,biurko,149.99,13
2016-05-06,Kraków,Sikorski,wyposażenie szkolne,gąbka,4.00,7
2017-04-13,Warszawa,Malinowski,meble,biurko,149.99,15
2016-02-08,Białystok,Pietrasiuk,meble,biurko,149.99,4
2015-10-13,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,17
2016-01-02,Poznań,Szewczyk,szkolno-biurowe,flamaster,0.99,91
2016-09-06,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,15
2016-09-12,Białystok,Pietrasiuk,meble,biurko,149.99,1
2015-09-12,Łódź,Kaczmarski,meble,biurko,149.99,5
2016-06-04,Radom,Grycuk,meble,biurko,149.99,4
2014-10-12,Białystok,Pietrasiuk,szkolno-biurowe,flamaster,0.99,79
2017-03-07,Gdańsk,Socha,wyposażenie szkolne,tablica,590.00,3
2015-07-13,Łódź,Wdowiak,szkolno-biurowe,długopis,1.49,128
2016-02-26,Warszawa,Stefaniak,wyposażenie szkolne,tablica,590.00,6
2014-10-24,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,3
2016-10-26,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,229
2015-02-12,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2017-05-07,Radom,Arendt,szkolno-biurowe,długopis,1.49,97
2014-10-19,Kraków,Sikorski,meble,krzesło obrotowe,69.00,24
2016-01-27,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,262
2017-01-22,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,6
2014-12-14,Łódź,Wdowiak,meble,biurko,149.99,2
2016-12-21,Radom,Grycuk,szkolno-biurowe,długopis,1.49,59
2015-03-28,Kraków,Sikorski,szkolno-biurowe,długopis,1.49,10
2016-03-27,Łódź,Kaczmarski,szkolno-biurowe,flamaster,0.99,129
2017-02-26,Kraków,Dudek,szkolno-biurowe,długopis,1.49,31
2015-09-30,Kraków,Dudek,meble,krzesło obrotowe,69.00,17
2014-12-17,Katowice,Jankowski,szkolno-biurowe,flamaster,0.99,234
2016-08-19,Łódź,Wdowiak,szkolno-biurowe,długopis,1.49,117
2016-04-20,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,138
2016-12-06,Radom,Grycuk,wyposażenie szkolne,tablica,590.00,1
2017-01-17,Gdańsk,Żurek,meble,biurko,149.99,16
2015-12-05,Radom,Zawadzki,szkolno-biurowe,flamaster,0.99,143
2015-10-15,Poznań,Szewczyk,szkolno-biurowe,długopis,1.49,79
2015-10-28,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,235
2016-06-15,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,150
2016-04-22,Poznań,Romanowski,szkolno-biurowe,flamaster,0.99,98
2016-11-23,Łódź,Wdowiak,szkolno-biurowe,flamaster,0.99,218
2014-11-21,Kraków,Wróbel,wyposażenie szkolne,kreda,5.00,237
2015-07-17,Łódź,Kaczmarek,szkolno-biurowe,plastelina,2.99,237
2016-03-05,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,67
2016-01-20,Kraków,Sikorski,wyposażenie szkolne,kreda,5.00,129
2015-07-19,Kraków,Dudek,szkolno-biurowe,długopis,1.49,57
2016-10-22,Poznań,Borowik,szkolno-biurowe,plastelina,2.99,334
2015-12-22,Poznań,Szewczyk,szkolno-biurowe,długopis,1.49,33
2016-01-29,Warszawa,Stefaniak,szkolno-biurowe,flamaster,0.99,58
2014-12-13,Łódź,Wdowiak,wyposażenie szkolne,kreda,5.00,257
2015-03-10,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,49
2017-03-29,Poznań,Borowik,szkolno-biurowe,flamaster,0.99,114
2015-12-09,Gdańsk,Socha,meble,krzesło obrotowe,69.00,7
2014-10-18,Katowice,Jankowski,meble,biurko,149.99,20
2015-12-19,Poznań,Szewczyk,wyposażenie szkolne,gąbka,4.00,375
2016-06-02,Warszawa,Malinowski,meble,biurko,149.99,19
2016-01-14,Białystok,Podsiadło,wyposażenie szkolne,gąbka,4.00,25
2016-07-07,Białystok,Podsiadło,szkolno-biurowe,flamaster,0.99,24
2016-06-24,Kraków,Sikorski,szkolno-biurowe,flamaster,0.99,177
2015-06-02,Katowice,Michalak,szkolno-biurowe,plastelina,2.99,473
2016-11-25,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,3
2015-08-06,Radom,Zawadzki,szkolno-biurowe,dziurkacz,7.50,31
2015-02-16,Kraków,Kozłowski,szkolno-biurowe,flamaster,0.99,208
2016-11-09,Katowice,Gaińska,szkolno-biurowe,dziurkacz,7.50,187
2015-10-07,Radom,Zawadzki,meble,krzesło obrotowe,69.00,14
2014-10-09,Łódź,Kaczmarski,szkolno-biurowe,długopis,1.49,90
2016-07-20,Poznań,Borowik,szkolno-biurowe,długopis,1.49,164
2016-06-26,Gdańsk,Krupa,szkolno-biurowe,dziurkacz,7.50,159
2014-10-31,Gdańsk,Socha,wyposażenie szkolne,tablica,590.00,3
2016-09-22,Warszawa,Malinowski,meble,biurko,149.99,19
2015-10-27,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,6
2015-11-18,Kraków,Sikorski,szkolno-biurowe,plastelina,2.99,143
2015-04-03,Łódź,Kaczmarski,szkolno-biurowe,plastelina,2.99,250
2017-03-19,Warszawa,Stefaniak,szkolno-biurowe,flamaster,0.99,163
2015-08-01,Radom,Zawadzki,wyposażenie szkolne,kreda,5.00,43
2017-05-07,Kraków,Dudek,szkolno-biurowe,dziurkacz,7.50,40
2016-07-11,Radom,Grycuk,szkolno-biurowe,flamaster,0.99,31
2017-01-19,Katowice,Gaińska,meble,krzesło obrotowe,69.00,10
2016-03-01,Warszawa,Stefaniak,meble,biurko,149.99,8
2014-11-05,Gdańsk,Skiba,szkolno-biurowe,dziurkacz,7.50,22
2015-07-28,Katowice,Jankowski,meble,biurko,149.99,19
2016-09-10,Białystok,Pietrasiuk,meble,biurko,149.99,4
2016-05-14,Katowice,Michalak,meble,biurko,149.99,20
2014-12-08,Gdańsk,Żurek,meble,krzesło obrotowe,69.00,23
2015-01-25,Radom,Zawadzki,wyposażenie szkolne,kreda,5.00,68
2015-08-24,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,234
2016-05-20,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,2
2014-12-09,Białystok,Podsiadło,szkolno-biurowe,flamaster,0.99,16
2015-06-16,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,2
2016-09-22,Katowice,Gaińska,meble,biurko,149.99,14
2017-05-08,Gdańsk,Socha,wyposażenie szkolne,kreda,5.00,17
2017-01-27,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,69
2017-02-01,Katowice,Michalak,wyposażenie szkolne,kreda,5.00,386
2015-08-03,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,61
2015-06-02,Kraków,Wróbel,meble,krzesło obrotowe,69.00,7
2015-07-26,Katowice,Gaińska,szkolno-biurowe,flamaster,0.99,130
2015-05-21,Katowice,Jankowski,szkolno-biurowe,długopis,1.49,63
2016-02-21,Katowice,Jankowski,meble,krzesło obrotowe,69.00,36
2015-08-13,Katowice,Jankowski,szkolno-biurowe,flamaster,0.99,178
2016-06-21,Łódź,Kaczmarski,meble,biurko,149.99,3
2017-03-29,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,8
2016-04-23,Radom,Grycuk,meble,biurko,149.99,7
2016-01-27,Gdańsk,Socha,wyposażenie szkolne,tablica,590.00,2
2017-03-05,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,248
2017-05-06,Katowice,Jankowski,wyposażenie szkolne,kreda,5.00,314
2015-12-18,Poznań,Szewczyk,szkolno-biurowe,plastelina,2.99,257
2016-05-03,Radom,Grycuk,meble,krzesło obrotowe,69.00,11
2015-12-25,Katowice,Jankowski,meble,biurko,149.99,11
2017-04-25,Poznań,Borowik,meble,biurko,149.99,12
2015-04-30,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,78
2017-02-27,Gdańsk,Socha,wyposażenie szkolne,gąbka,4.00,31
2017-02-09,Białystok,Podsiadło,szkolno-biurowe,dziurkacz,7.50,45
2017-03-23,Kraków,Sikorski,szkolno-biurowe,dziurkacz,7.50,35
2017-03-31,Katowice,Michalak,szkolno-biurowe,dziurkacz,7.50,53
2015-05-25,Gdańsk,Krupa,wyposażenie szkolne,tablica,590.00,2
2016-11-20,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,10
2014-11-28,Katowice,Gaińska,meble,krzesło obrotowe,69.00,20
2015-10-05,Białystok,Pietrasiuk,meble,biurko,149.99,1
2015-12-30,Gdańsk,Skiba,szkolno-biurowe,flamaster,0.99,5
2016-07-08,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,212
2015-08-21,Radom,Zawadzki,meble,biurko,149.99,5
2015-01-01,Łódź,Kaczmarski,meble,biurko,149.99,10
2015-01-27,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,1
2016-03-22,Katowice,Gaińska,wyposażenie szkolne,tablica,590.00,2
2016-07-17,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,271
2015-08-05,Poznań,Romanowski,wyposażenie szkolne,gąbka,4.00,188
2016-10-23,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,20
2014-11-27,Warszawa,Stefaniak,wyposażenie szkolne,gąbka,4.00,401
2017-03-15,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,1
2015-03-12,Kraków,Kozłowski,wyposażenie szkolne,tablica,590.00,2
2015-08-22,Poznań,Romanowski,meble,biurko,149.99,4
2017-01-23,Kraków,Dudek,meble,biurko,149.99,6
2017-04-07,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2016-04-27,Poznań,Szewczyk,szkolno-biurowe,plastelina,2.99,97
2017-04-03,Radom,Zawadzki,meble,biurko,149.99,2
2016-08-11,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,463
2016-08-07,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,405
2016-08-14,Warszawa,Stefaniak,meble,biurko,149.99,14
2015-02-17,Katowice,Michalak,szkolno-biurowe,plastelina,2.99,359
2015-08-06,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,35
2015-08-10,Kraków,Dudek,szkolno-biurowe,dziurkacz,7.50,44
2015-07-31,Katowice,Jankowski,szkolno-biurowe,flamaster,0.99,319
2015-04-04,Radom,Czarnecki,szkolno-biurowe,flamaster,0.99,106
2015-02-23,Gdańsk,Skiba,szkolno-biurowe,długopis,1.49,189
2015-09-21,Poznań,Borowik,meble,krzesło obrotowe,69.00,1
2014-11-18,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,39
2016-03-22,Poznań,Borowik,meble,krzesło obrotowe,69.00,16
2016-03-13,Katowice,Jankowski,szkolno-biurowe,flamaster,0.99,363
2015-08-15,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,2
2016-10-05,Poznań,Romanowski,meble,biurko,149.99,16
2016-10-06,Białystok,Pietrasiuk,meble,biurko,149.99,1
2015-09-28,Katowice,Michalak,wyposażenie szkolne,gąbka,4.00,122
2015-11-04,Kraków,Dudek,wyposażenie szkolne,kreda,5.00,46
2015-11-13,Radom,Grycuk,wyposażenie szkolne,tablica,590.00,1
2014-11-04,Łódź,Kaczmarski,szkolno-biurowe,plastelina,2.99,51
2014-12-22,Białystok,Pietrasiuk,meble,biurko,149.99,4
2016-08-19,Radom,Czarnecki,szkolno-biurowe,dziurkacz,7.50,43
2016-03-24,Katowice,Jankowski,wyposażenie szkolne,gąbka,4.00,56
2016-11-17,Białystok,Podsiadło,meble,biurko,149.99,1
2015-06-26,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,1
2016-10-28,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,45
2017-04-14,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,15
2017-01-22,Gdańsk,Krupa,wyposażenie szkolne,tablica,590.00,4
2016-03-14,Warszawa,Stefaniak,szkolno-biurowe,dziurkacz,7.50,152
2014-12-03,Kraków,Dudek,wyposażenie szkolne,gąbka,4.00,233
2017-05-04,Radom,Zawadzki,meble,krzesło obrotowe,69.00,12
2017-04-15,Warszawa,Malinowski,wyposażenie szkolne,kreda,5.00,200
2015-01-31,Gdańsk,Krupa,wyposażenie szkolne,kreda,5.00,317
2016-05-18,Łódź,Kaczmarski,szkolno-biurowe,długopis,1.49,30
2015-04-12,Łódź,Kaczmarski,szkolno-biurowe,flamaster,0.99,171
2016-03-02,Poznań,Borowik,szkolno-biurowe,flamaster,0.99,135
2015-05-25,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,24
2017-05-05,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,4
2016-12-09,Katowice,Michalak,meble,biurko,149.99,10
2015-12-14,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,7
2014-10-15,Katowice,Jankowski,meble,krzesło obrotowe,69.00,16
2015-12-08,Łódź,Kaczmarek,wyposażenie szkolne,kreda,5.00,74
2015-07-12,Gdańsk,Żurek,wyposażenie szkolne,tablica,590.00,3
2017-01-26,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,41
2017-01-12,Kraków,Wróbel,szkolno-biurowe,dziurkacz,7.50,124
2015-04-03,Katowice,Jankowski,wyposażenie szkolne,gąbka,4.00,445
2015-09-21,Gdańsk,Skiba,wyposażenie szkolne,gąbka,4.00,91
2016-09-11,Warszawa,Malinowski,meble,biurko,149.99,11
2014-10-28,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,47
2014-10-31,Katowice,Gaińska,meble,krzesło obrotowe,69.00,7
2016-10-26,Białystok,Pietrasiuk,szkolno-biurowe,dziurkacz,7.50,18
2016-06-07,Warszawa,Malinowski,wyposażenie szkolne,kreda,5.00,375
2016-05-11,Łódź,Kaczmarski,meble,biurko,149.99,3
2015-02-26,Łódź,Wdowiak,meble,biurko,149.99,11
2014-11-27,Białystok,Pietrasiuk,szkolno-biurowe,flamaster,0.99,68
2017-01-24,Warszawa,Malinowski,szkolno-biurowe,plastelina,2.99,323
2015-10-04,Kraków,Dudek,meble,krzesło obrotowe,69.00,8
2015-03-29,Łódź,Kaczmarek,meble,biurko,149.99,4
2014-10-19,Poznań,Borowik,meble,biurko,149.99,13
2015-08-15,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,263
2016-12-13,Łódź,Kaczmarski,wyposażenie szkolne,kreda,5.00,103
2016-10-27,Białystok,Pietrasiuk,meble,biurko,149.99,4
2015-05-13,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,7
2015-01-07,Warszawa,Stefaniak,szkolno-biurowe,długopis,1.49,359
2015-09-10,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,54
2017-03-02,Poznań,Romanowski,meble,biurko,149.99,7
2016-03-26,Łódź,Wdowiak,szkolno-biurowe,dziurkacz,7.50,96
2017-02-24,Kraków,Kozłowski,meble,biurko,149.99,5
2017-04-15,Poznań,Szewczyk,meble,biurko,149.99,15
2014-11-22,Katowice,Michalak,meble,biurko,149.99,4
2016-07-10,Kraków,Wróbel,meble,krzesło obrotowe,69.00,10
2017-03-22,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,12
2014-11-18,Radom,Zawadzki,wyposażenie szkolne,kreda,5.00,96
2016-06-01,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,2
2015-03-21,Gdańsk,Krupa,szkolno-biurowe,flamaster,0.99,195
2016-11-23,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,50
2015-11-17,Katowice,Michalak,szkolno-biurowe,dziurkacz,7.50,38
2015-06-11,Poznań,Borowik,szkolno-biurowe,długopis,1.49,117
2015-07-28,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,29
2015-05-20,Kraków,Kozłowski,wyposażenie szkolne,gąbka,4.00,69
2015-05-29,Radom,Zawadzki,wyposażenie szkolne,kreda,5.00,164
2016-10-26,Radom,Zawadzki,wyposażenie szkolne,tablica,590.00,2
2014-12-09,Poznań,Borowik,meble,biurko,149.99,10
2015-06-16,Kraków,Dudek,meble,biurko,149.99,9
2015-04-29,Poznań,Romanowski,meble,biurko,149.99,8
2017-02-23,Radom,Czarnecki,szkolno-biurowe,flamaster,0.99,150
2016-02-08,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,332
2015-01-29,Poznań,Szewczyk,szkolno-biurowe,plastelina,2.99,281
2016-05-26,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2014-11-07,Kraków,Sikorski,szkolno-biurowe,długopis,1.49,145
2015-06-05,Gdańsk,Skiba,szkolno-biurowe,flamaster,0.99,285
2016-03-15,Radom,Grycuk,meble,biurko,149.99,1
2016-02-26,Łódź,Kaczmarski,meble,biurko,149.99,10
2015-12-12,Katowice,Jankowski,meble,biurko,149.99,16
2016-06-29,Radom,Grycuk,szkolno-biurowe,plastelina,2.99,135
2015-08-01,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,2
2016-07-04,Warszawa,Stefaniak,szkolno-biurowe,długopis,1.49,93
2015-06-06,Katowice,Jankowski,meble,krzesło obrotowe,69.00,28
2017-01-27,Radom,Czarnecki,meble,krzesło obrotowe,69.00,3
2015-07-10,Łódź,Wdowiak,meble,biurko,149.99,8
2016-08-04,Łódź,Kaczmarek,meble,biurko,149.99,7
2015-07-03,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,2
2014-11-13,Gdańsk,Krupa,wyposażenie szkolne,kreda,5.00,259
2015-09-23,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,3
2016-11-27,Radom,Grycuk,meble,krzesło obrotowe,69.00,10
2016-12-27,Gdańsk,Krupa,wyposażenie szkolne,tablica,590.00,3
2015-10-01,Katowice,Jankowski,wyposażenie szkolne,gąbka,4.00,177
2016-10-23,Białystok,Podsiadło,szkolno-biurowe,flamaster,0.99,18
2014-11-26,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,261
2016-09-30,Kraków,Wróbel,szkolno-biurowe,długopis,1.49,17
2017-05-01,Białystok,Pietrasiuk,wyposażenie szkolne,gąbka,4.00,25
2015-12-11,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,69
2015-10-09,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,2
2015-06-25,Kraków,Kozłowski,szkolno-biurowe,długopis,1.49,189
2016-01-06,Poznań,Borowik,meble,krzesło obrotowe,69.00,3
2015-12-23,Gdańsk,Socha,wyposażenie szkolne,gąbka,4.00,310
2016-08-21,Poznań,Romanowski,wyposażenie szkolne,kreda,5.00,68
2014-12-28,Katowice,Michalak,meble,krzesło obrotowe,69.00,33
2016-12-31,Kraków,Dudek,szkolno-biurowe,plastelina,2.99,90
2014-11-12,Warszawa,Malinowski,meble,biurko,149.99,11
2017-04-15,Katowice,Jankowski,szkolno-biurowe,plastelina,2.99,370
2015-03-21,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,340
2016-01-26,Warszawa,Stefaniak,szkolno-biurowe,plastelina,2.99,451
2016-10-28,Gdańsk,Socha,szkolno-biurowe,plastelina,2.99,77
2015-12-30,Kraków,Kozłowski,meble,biurko,149.99,3
2017-01-12,Kraków,Sikorski,wyposażenie szkolne,kreda,5.00,148
2015-10-02,Warszawa,Stefaniak,szkolno-biurowe,plastelina,2.99,586
2016-05-02,Radom,Czarnecki,szkolno-biurowe,plastelina,2.99,60
2015-12-22,Gdańsk,Żurek,meble,biurko,149.99,4
2014-12-03,Kraków,Kozłowski,meble,biurko,149.99,2
2016-07-26,Radom,Grycuk,szkolno-biurowe,dziurkacz,7.50,57
2014-11-17,Gdańsk,Socha,wyposażenie szkolne,gąbka,4.00,59
2015-05-09,Kraków,Sikorski,meble,krzesło obrotowe,69.00,8
2015-11-18,Łódź,Wdowiak,szkolno-biurowe,flamaster,0.99,74
2015-03-27,Gdańsk,Skiba,szkolno-biurowe,plastelina,2.99,305
2017-03-24,Warszawa,Malinowski,szkolno-biurowe,plastelina,2.99,88
2015-08-06,Radom,Czarnecki,meble,biurko,149.99,3
